,order_details_id,order_id,pizza_id,quantity,date,time,week
14746,48,17,ital_veggie_s,1,2016-01-01 13:53:00,00H 00M 00S,53
14739,52,17,spinach_fet_l,1,2016-01-01 13:53:00,00H 00M 00S,53
14743,51,17,peppr_salami_s,1,2016-01-01 13:53:00,00H 00M 00S,53
14740,47,17,ital_supr_m,1,2016-01-01 13:53:00,00H 00M 00S,53
14741,50,17,mexicana_l,1,2016-01-01 13:53:00,00H 00M 00S,53
14742,44,17,calabrese_m,1,2016-01-01 13:53:00,00H 00M 00S,53
36811,53,18,napolitana_l,1,2016-01-01 13:57:08,00:00:00,53
22474,54,19,napolitana_l,1,2016-01-01 00:00:00,13:59 PM,53
22475,55,19,sicilian_l,1,2016-01-01 00:00:00,13:59 PM,53
28092,56,20,big_meat_s,1,2016-01-01 14:03:08,00:00:00,53
28091,57,20,five_cheese_l,1,2016-01-01 14:03:08,00:00:00,53
47519,58,21,ital_cpcllo_l,1,2016-01-01 00:00:00,14:14:29,53
37807,61,22,southw_ckn_l,1,2016-01-01 00:00:00,14H 16M 26S,53
37808,59,22,five_cheese_l,1,2016-01-01 00:00:00,14H 16M 26S,53
37809,60,22,five_cheese_l,1,2016-01-01 00:00:00,14H 16M 26S,53
43755,62,23,five_cheese_l,1,2016-01-01 14:19:03,00:00 AM,53
25133,65,24,pepperoni_m,1,2016-01-01 00:00:00,14:23 PM,53
25134,66,24,pepperoni_m,1,2016-01-01 00:00:00,14:23 PM,53
25132,63,24,bbq_ckn_m,1,2016-01-01 00:00:00,14:23 PM,53
25131,64,24,ital_cpcllo_m,1,2016-01-01 00:00:00,14:23 PM,53
46788,67,25,sicilian_m,1,2016-01-01 00:00:00,14:44 PM,53
46789,68,25,thai_ckn_l,1,2016-01-01 00:00:00,14:44 PM,53
38142,70,26,veggie_veg_l,1,2016-01-01 00:00:00,14H 54M 26S,53
38141,69,26,classic_dlx_s,1,2016-01-01 00:00:00,14H 54M 26S,53
36964,72,27,classic_dlx_m,1,2016-01-01 00:00:00,15:11 PM,53
36966,71,27,bbq_ckn_l,1,2016-01-01 00:00:00,15:11 PM,53
36965,73,27,bbq_ckn_l,1,2016-01-01 00:00:00,15:11 PM,53
42972,74,28,ckn_alfredo_s,1,2016-01-01 00:00:00,15:35 PM,53
42325,75,29,green_garden_s,1,2016-01-01 00:00:00,15H 41M 01S,53
20336,76,30,green_garden_s,1,2016-01-01 15:41:25,00:00 AM,53
45464,78,31,green_garden_s,1,2016-01-01 15:50:18,00:00 AM,53
45463,77,31,mexicana_m,1,2016-01-01 15:50:18,00:00 AM,53
18330,80,32,mexicana_m,1,2016-01-01 00:00:00,15:53:18,53
18329,81,32,ital_cpcllo_l,1,2016-01-01 00:00:00,15:53:18,53
18328,82,32,ital_supr_m,1,2016-01-01 00:00:00,15:53:18,53
18327,79,32,big_meat_s,1,2016-01-01 00:00:00,15:53:18,53
46364,83,33,bbq_ckn_l,1,2016-01-01 00:00:00,15H 54M 08S,53
46365,84,33,green_garden_s,1,2016-01-01 00:00:00,15H 54M 08S,53
48036,85,34,green_garden_s,1,2016-01-01 16:21:21,00H 00M 00S,53
11189,88,35,pepperoni_m,1,2016-01-01 00:00:00,16:32 PM,53
11188,87,35,pep_msh_pep_l,1,2016-01-01 00:00:00,16:32 PM,53
11190,89,35,pep_msh_pep_l,1,2016-01-01 00:00:00,16:32 PM,53
11191,86,35,green_garden_m,1,2016-01-01 00:00:00,16:32 PM,53
46104,91,36,classic_dlx_m,1,2016-01-01 00:00:00,16:32 PM,53
46105,90,36,bbq_ckn_m,1,2016-01-01 00:00:00,16:32 PM,53
8393,92,37,ital_supr_l,1,2016-01-01 00:00:00,16:56:09,53
8392,93,37,mexicana_l,1,2016-01-01 00:00:00,16:56:09,53
45928,94,38,hawaiian_s,1,2016-01-01 00:00:00,16:56:09,53
45927,95,38,ital_cpcllo_l,1,2016-01-01 00:00:00,16:56:09,53
45644,96,39,ital_supr_l,1,2016-01-01 00:00:00,17H 07M 23S,53
9946,97,40,four_cheese_l,1,2016-01-01 17:14:36,00:00 AM,53
9945,98,40,southw_ckn_s,1,2016-01-01 17:14:36,00:00 AM,53
34989,100,41,green_garden_s,1,2016-01-01 00:00:00,17:15 PM,53
34990,99,41,green_garden_s,1,2016-01-01 00:00:00,17:15 PM,53
16620,101,42,big_meat_s,1,2016-01-01 00:00:00,17:28:09,53
16621,103,42,big_meat_s,1,2016-01-01 00:00:00,17:28:09,53
16618,102,42,five_cheese_l,1,2016-01-01 00:00:00,17:28:09,53
16619,104,42,peppr_salami_m,1,2016-01-01 00:00:00,17:28:09,53
40759,107,43,peppr_salami_m,1,2016-01-01 00:00:00,17:38 PM,53
40758,105,43,ckn_alfredo_m,1,2016-01-01 00:00:00,17:38 PM,53
40757,106,43,ital_supr_m,1,2016-01-01 00:00:00,17:38 PM,53
42877,108,44,spin_pesto_s,1,2016-01-01 00:00:00,17:38 PM,53
4089,111,45,thai_ckn_m,1,2016-01-01 17:55:48,00:00:00,53
4090,110,45,hawaiian_s,1,2016-01-01 17:55:48,00:00:00,53
4088,109,45,four_cheese_l,1,2016-01-01 17:55:48,00:00:00,53
1693,114,46,thai_ckn_m,1,2016-01-01 00:00:00,18:25 PM,53
1695,112,46,ckn_pesto_l,1,2016-01-01 00:00:00,18:25 PM,53
1694,113,46,classic_dlx_l,1,2016-01-01 00:00:00,18:25 PM,53
42718,116,47,veggie_veg_s,1,2016-01-01 00:00:00,18H 26M 34S,53
42719,115,47,southw_ckn_l,1,2016-01-01 00:00:00,18H 26M 34S,53
15814,120,48,spicy_ital_l,1,2016-01-01 00:00:00,18:26 PM,53
15817,118,48,green_garden_s,1,2016-01-01 00:00:00,18:26 PM,53
15816,117,48,ckn_pesto_m,1,2016-01-01 00:00:00,18:26 PM,53
15815,119,48,ckn_pesto_m,1,2016-01-01 00:00:00,18:26 PM,53
22693,121,49,sicilian_l,1,2016-01-01 00:00:00,18:33 PM,53
13863,122,50,the_greek_xl,1,2016-01-01 00:00:00,18H 41M 01S,53
15520,124,51,pep_msh_pep_l,1,2016-01-01 00:00:00,18H 41M 01S,53
15519,123,51,bbq_ckn_l,1,2016-01-01 00:00:00,18H 41M 01S,53
41529,126,52,mexicana_l,1,2016-01-01 00:00:00,18H 53M 02S,53
41530,125,52,hawaiian_l,1,2016-01-01 00:00:00,18H 53M 02S,53
41528,127,52,spicy_ital_l,1,2016-01-01 00:00:00,18H 53M 02S,53
31831,129,53,spinach_supr_m,1,2016-01-01 00:00:00,18:54:17,53
31830,128,53,pep_msh_pep_s,1,2016-01-01 00:00:00,18:54:17,53
11651,130,54,prsc_argla_m,1,2016-01-01 00:00:00,19:01 PM,53
11650,131,54,thai_ckn_l,1,2016-01-01 00:00:00,19:01 PM,53
7240,132,55,peppr_salami_s,1,2016-01-01 00:00:00,19:03:19,53
7241,133,55,spicy_ital_l,1,2016-01-01 00:00:00,19:03:19,53
30968,136,56,southw_ckn_m,1,2016-01-01 00:00:00,19:07:00,53
30969,135,56,mediterraneo_l,1,2016-01-01 00:00:00,19:07:00,53
30970,134,56,classic_dlx_m,1,2016-01-01 00:00:00,19:07:00,53
1213,137,57,classic_dlx_m,1,2016-01-01 00:00:00,19H 10M 51S,53
487,139,58,classic_dlx_m,1,2016-01-01 00:00:00,19H 30M 40S,53
488,138,58,classic_dlx_m,1,2016-01-01 00:00:00,19H 30M 40S,53
16660,140,59,ital_veggie_s,1,2016-01-01 00:00:00,19:40:08,53
16661,141,59,pep_msh_pep_s,1,2016-01-01 00:00:00,19:40:08,53
16662,142,59,pepperoni_l,1,2016-01-01 00:00:00,19:40:08,53
17578,143,60,ckn_pesto_l,1,2016-01-01 00:00:00,20H 05M 16S,53
17579,144,60,four_cheese_m,1,2016-01-01 00:00:00,20H 05M 16S,53
42105,146,61,ital_supr_l,1,2016-01-01 00:00:00,20:08:43,53
42104,145,61,bbq_ckn_m,1,2016-01-01 00:00:00,20:08:43,53
10105,148,62,bbq_ckn_m,1,2016-01-01 00:00:00,20H 50M 16S,53
10104,147,62,bbq_ckn_m,1,2016-01-01 00:00:00,20H 50M 16S,53
47080,149,63,pep_msh_pep_m,1,2016-01-01 00:00:00,20:51:42,53
26020,150,64,pep_msh_pep_m,1,2016-01-01 00:00:00,20H 52M 08S,53
16326,151,65,pep_msh_pep_s,1,2016-01-01 00:00:00,21:16 PM,53
16324,154,65,spinach_supr_m,1,2016-01-01 00:00:00,21:16 PM,53
16323,153,65,spicy_ital_s,1,2016-01-01 00:00:00,21:16 PM,53
16325,152,65,sicilian_s,1,2016-01-01 00:00:00,21:16 PM,53
28520,155,66,classic_dlx_m,1,2016-01-01 00:00:00,21:47:55,53
28519,156,66,ital_cpcllo_m,1,2016-01-01 00:00:00,21:47:55,53
48522,157,67,southw_ckn_l,1,2016-01-01 00:00:00,22H 03M 40S,53
38759,160,68,ital_supr_m,1,2016-01-01 00:00:00,22:07:32,53
38758,159,68,ital_supr_l,1,2016-01-01 00:00:00,22:07:32,53
38757,158,68,classic_dlx_m,1,2016-01-01 00:00:00,22:07:32,53
36473,161,69,bbq_ckn_l,1,2016-01-01 22:12:13,00H 00M 00S,53
20612,163,70,soppressata_l,1,2016-01-02 00:00:00,11:38:51,53
20611,162,70,ital_veggie_s,1,2016-01-02 00:00:00,11:38:51,53
46065,164,71,thai_ckn_l,1,2016-01-02 00:00:00,11:40:50,53
41785,165,72,spinach_fet_l,1,2016-01-02 00:00:00,11:57 AM,53
42077,166,73,thai_ckn_s,1,2016-01-02 00:00:00,11H 58M 56S,53
15488,168,74,thai_ckn_s,1,2016-02-01 12:01:12,00H 00M 00S,5
15490,170,74,spinach_supr_l,1,2016-02-01 12:01:12,00H 00M 00S,5
15491,167,74,five_cheese_l,1,2016-02-01 12:01:12,00H 00M 00S,5
15489,169,74,spin_pesto_s,1,2016-02-01 12:01:12,00H 00M 00S,5
40749,171,75,ital_supr_s,1,2016-01-02 00:00:00,12H 10M 15S,53
40748,172,75,mediterraneo_l,1,2016-01-02 00:00:00,12H 10M 15S,53
40747,173,75,mediterraneo_l,1,2016-01-02 00:00:00,12H 10M 15S,53
21874,174,76,big_meat_s,1,2016-01-02 00:00:00,12:21:17,53
21872,177,76,spicy_ital_l,1,2016-01-02 00:00:00,12:21:17,53
21873,175,76,hawaiian_l,1,2016-01-02 00:00:00,12:21:17,53
21875,176,76,ital_veggie_l,1,2016-01-02 00:00:00,12:21:17,53
1943,178,77,bbq_ckn_m,1,2016-01-02 00:00:00,12:22 PM,53
1944,179,77,hawaiian_m,1,2016-01-02 00:00:00,12:22 PM,53
3826,181,78,classic_dlx_s,1,2016-01-02 00:00:00,12H 28M 14S,53
3830,185,78,thai_ckn_s,1,2016-01-02 00:00:00,12H 28M 14S,53
3829,184,78,spicy_ital_l,3,2016-01-02 00:00:00,12H 28M 14S,53
3828,180,78,big_meat_s,1,2016-01-02 00:00:00,12H 28M 14S,53
3827,182,78,four_cheese_l,1,2016-01-02 00:00:00,12H 28M 14S,53
3825,183,78,four_cheese_l,1,2016-01-02 00:00:00,12H 28M 14S,53
11286,186,79,four_cheese_l,1,2016-02-01 12:29:11,00:00:00,5
11285,187,79,pep_msh_pep_s,1,2016-02-01 12:29:11,00:00:00,5
11284,188,79,thai_ckn_l,1,2016-02-01 12:29:11,00:00:00,5
39166,189,80,pepperoni_s,1,2016-01-02 00:00:00,12:35:38,53
39165,190,80,thai_ckn_m,1,2016-01-02 00:00:00,12:35:38,53
39296,191,81,thai_ckn_l,1,2016-01-02 00:00:00,12:40 PM,53
4459,194,82,thai_ckn_l,1,2016-01-02 00:00:00,12:45:51,53
4458,195,82,veggie_veg_m,1,2016-01-02 00:00:00,12:45:51,53
4461,193,82,veggie_veg_m,1,2016-01-02 00:00:00,12:45:51,53
4460,192,82,big_meat_s,1,2016-01-02 00:00:00,12:45:51,53
24842,196,83,southw_ckn_s,1,2016-01-02 00:00:00,12H 53M 27S,53
32289,197,84,pepperoni_l,1,2016-01-02 00:00:00,13H 13M 41S,53
5503,201,85,the_greek_m,1,2016-01-02 00:00:00,13:34 PM,53
5504,198,85,classic_dlx_m,1,2016-01-02 00:00:00,13:34 PM,53
5505,199,85,classic_dlx_s,1,2016-01-02 00:00:00,13:34 PM,53
5506,200,85,ital_supr_l,1,2016-01-02 00:00:00,13:34 PM,53
38262,202,86,hawaiian_l,1,2016-01-02 00:00:00,13:40 PM,53
9167,205,87,spinach_supr_l,1,2016-02-01 14:01:02,00:00:00,5
9168,204,87,spinach_supr_l,1,2016-02-01 14:01:02,00:00:00,5
9166,206,87,spinach_supr_l,1,2016-02-01 14:01:02,00:00:00,5
9169,203,87,ital_cpcllo_m,1,2016-02-01 14:01:02,00:00:00,5
36143,207,88,five_cheese_l,1,2016-01-02 00:00:00,00:00:00,53
1124,209,89,thai_ckn_l,1,2016-01-02 00:00:00,14:30:19,53
1123,208,89,soppressata_l,1,2016-01-02 00:00:00,14:30:19,53
14493,210,90,sicilian_l,1,2016-01-02 00:00:00,15:08 PM,53
14492,211,90,thai_ckn_s,1,2016-01-02 00:00:00,15:08 PM,53
24396,212,91,bbq_ckn_l,1,2016-01-02 00:00:00,15:14:43,53
24398,214,91,pepperoni_s,1,2016-01-02 00:00:00,15:14:43,53
24397,213,91,ckn_pesto_s,1,2016-01-02 00:00:00,15:14:43,53
1319,221,92,spinach_fet_s,1,2016-02-01 15:17:02,00:00 AM,5
1318,217,92,ital_supr_m,1,2016-02-01 15:17:02,00:00 AM,5
1317,222,92,spinach_supr_s,1,2016-02-01 15:17:02,00:00 AM,5
1323,220,92,spinach_supr_s,1,2016-02-01 15:17:02,00:00 AM,5
1324,216,92,ital_supr_l,1,2016-02-01 15:17:02,00:00 AM,5
1325,223,92,the_greek_m,2,2016-02-01 15:17:02,00:00 AM,5
1320,219,92,pepperoni_m,2,2016-02-01 15:17:02,00:00 AM,5
1322,218,92,ital_veggie_s,1,2016-02-01 15:17:02,00:00 AM,5
1321,215,92,bbq_ckn_m,1,2016-02-01 15:17:02,00:00 AM,5
38204,224,93,bbq_ckn_m,1,2016-01-02 00:00:00,15H 29M 31S,53
20917,225,94,ital_cpcllo_m,1,2016-01-02 00:00:00,15H 29M 31S,53
20916,226,94,southw_ckn_s,1,2016-01-02 00:00:00,15H 29M 31S,53
24711,228,95,peppr_salami_l,1,2016-01-02 00:00:00,16:18:04,53
24710,227,95,napolitana_s,1,2016-01-02 00:00:00,16:18:04,53
18426,229,96,napolitana_s,1,2016-01-02 00:00:00,16:21 PM,53
46302,230,97,big_meat_s,1,2016-01-02 00:00:00,16:21 PM,53
17396,231,98,classic_dlx_l,1,2016-02-01 17:18:18,16:21 PM,5
17397,232,98,napolitana_l,1,2016-02-01 17:18:18,16:21 PM,5
12389,233,99,ital_supr_l,1,2016-02-01 17:45:42,00:00 AM,5
48403,234,100,hawaiian_l,1,2016-02-01 17:45:42,00H 00M 00S,5
38638,237,101,soppressata_l,1,2016-01-02 00:00:00,17:51:33,53
38636,236,101,pepperoni_l,1,2016-01-02 00:00:00,17:51:33,53
38635,238,101,spicy_ital_m,1,2016-01-02 00:00:00,17:51:33,53
38637,235,101,cali_ckn_l,1,2016-01-02 00:00:00,17:51:33,53
36103,240,102,prsc_argla_s,1,2016-02-01 17:54:04,00:00 AM,5
36102,239,102,prsc_argla_s,1,2016-02-01 17:54:04,00:00 AM,5
17942,241,103,spinach_supr_s,1,2016-02-01 18:02:09,00H 00M 00S,5
25754,245,104,veggie_veg_l,1,2016-01-02 00:00:00,18:02 PM,53
25753,243,104,veggie_veg_l,1,2016-01-02 00:00:00,18:02 PM,53
25752,244,104,ital_veggie_m,1,2016-01-02 00:00:00,18:02 PM,53
25751,242,104,bbq_ckn_m,1,2016-01-02 00:00:00,18:02 PM,53
16136,248,105,prsc_argla_m,1,2016-01-02 00:00:00,18:12:01,53
16137,247,105,prsc_argla_m,1,2016-01-02 00:00:00,18:12:01,53
16138,246,105,hawaiian_s,2,2016-01-02 00:00:00,18:12:01,53
22689,250,106,spicy_ital_l,1,2016-01-02 00:00:00,18H 12M 13S,53
22688,249,106,mexicana_l,1,2016-01-02 00:00:00,18H 12M 13S,53
29655,253,107,spicy_ital_l,1,2016-01-02 00:00:00,18H 25M 09S,53
29656,251,107,cali_ckn_l,1,2016-01-02 00:00:00,18H 25M 09S,53
29658,252,107,ital_supr_m,1,2016-01-02 00:00:00,18H 25M 09S,53
29657,254,107,veggie_veg_l,1,2016-01-02 00:00:00,18H 25M 09S,53
31682,255,108,classic_dlx_l,1,2016-01-02 00:00:00,18:25:25,53
31681,257,108,spinach_supr_l,1,2016-01-02 00:00:00,18:25:25,53
31683,256,108,hawaiian_l,1,2016-01-02 00:00:00,18:25:25,53
22662,258,109,ital_cpcllo_l,1,2016-01-02 00:00:00,18:27:50,53
22661,259,109,ital_supr_l,1,2016-01-02 00:00:00,18:27:50,53
22659,261,109,prsc_argla_l,1,2016-01-02 00:00:00,18:27:50,53
22660,260,109,pepperoni_m,1,2016-01-02 00:00:00,18:27:50,53
32074,265,110,spicy_ital_s,1,2016-01-02 00:00:00,18H 36M 19S,53
32073,262,110,big_meat_s,1,2016-01-02 00:00:00,18H 36M 19S,53
32076,264,110,big_meat_s,1,2016-01-02 00:00:00,18H 36M 19S,53
32075,263,110,napolitana_l,1,2016-01-02 00:00:00,18H 36M 19S,53
24847,268,111,pepperoni_m,1,2016-01-02 00:00:00,18:38:01,53
24848,266,111,cali_ckn_m,1,2016-01-02 00:00:00,18:38:01,53
24846,267,111,cali_ckn_m,1,2016-01-02 00:00:00,18:38:01,53
24849,269,111,spin_pesto_l,1,2016-01-02 00:00:00,18:38:01,53
4205,270,112,pepperoni_s,1,2016-02-01 18:41:40,00H 00M 00S,5
45879,273,113,southw_ckn_m,1,2016-01-02 00:00:00,18H 50M 21S,53
45880,271,113,cali_ckn_l,1,2016-01-02 00:00:00,18H 50M 21S,53
45881,272,113,mexicana_l,1,2016-01-02 00:00:00,18H 50M 21S,53
35817,274,114,pepperoni_l,1,2016-02-01 18:59:32,00:00:00,5
35816,275,114,sicilian_s,1,2016-02-01 18:59:32,00:00:00,5
23505,276,115,big_meat_s,1,2016-01-02 00:00:00,19:05:17,53
23504,278,115,thai_ckn_m,1,2016-01-02 00:00:00,19:05:17,53
23503,277,115,napolitana_l,1,2016-01-02 00:00:00,19:05:17,53
7507,279,116,five_cheese_l,1,2016-01-02 00:00:00,19H 18M 49S,53
2172,281,117,sicilian_l,1,2016-01-02 00:00:00,19:23:02,53
2173,280,117,peppr_salami_m,1,2016-01-02 00:00:00,19:23:02,53
21825,283,118,spinach_fet_s,1,2016-01-02 00:00:00,19:23:02,53
21824,282,118,prsc_argla_l,1,2016-01-02 00:00:00,19:23:02,53
40863,284,119,four_cheese_m,1,2016-01-02 00:00:00,19H 32M 29S,53
44868,287,120,spinach_fet_l,1,2016-01-02 00:00:00,19:35:07,53
44869,286,120,hawaiian_s,1,2016-01-02 00:00:00,19:35:07,53
44870,285,120,classic_dlx_s,1,2016-01-02 00:00:00,19:35:07,53
19643,291,121,southw_ckn_l,1,2016-01-02 00:00:00,19:38:48,53
19641,289,121,four_cheese_l,1,2016-01-02 00:00:00,19:38:48,53
19642,288,121,bbq_ckn_m,1,2016-01-02 00:00:00,19:38:48,53
19640,290,121,sicilian_l,1,2016-01-02 00:00:00,19:38:48,53
29525,292,122,ital_supr_m,1,2016-01-02 00:00:00,19:50 PM,53
30722,293,123,ital_cpcllo_s,1,2016-01-02 00:00:00,20:12 PM,53
18900,295,124,sicilian_l,1,2016-01-02 00:00:00,20:12:34,53
18901,297,124,the_greek_s,1,2016-01-02 00:00:00,20:12:34,53
18903,296,124,spicy_ital_l,1,2016-01-02 00:00:00,20:12:34,53
18902,294,124,bbq_ckn_s,1,2016-01-02 00:00:00,20:12:34,53
46689,298,125,the_greek_xl,1,2016-01-02 00:00:00,20:31:06,53
18598,299,126,veggie_veg_l,1,2016-01-02 00:00:00,20H 53M 42S,53
6346,300,127,pepperoni_m,1,2016-02-01 20:58:23,00:00 AM,5
33867,301,128,spicy_ital_s,1,2016-01-02 00:00:00,21H 05M 06S,53
27016,302,129,big_meat_s,1,2016-01-02 00:00:00,21:13 PM,53
27017,303,129,the_greek_m,1,2016-01-02 00:00:00,21:13 PM,53
36500,306,130,mexicana_m,1,2016-01-02 00:00:00,21H 14M 55S,53
36502,305,130,ital_cpcllo_l,1,2016-01-02 00:00:00,21H 14M 55S,53
36501,307,130,southw_ckn_s,1,2016-01-02 00:00:00,21H 14M 55S,53
36499,304,130,southw_ckn_s,1,2016-01-02 00:00:00,21H 14M 55S,53
40566,310,131,southw_ckn_s,1,2016-01-02 00:00:00,21:33:10,53
40567,308,131,ckn_pesto_l,1,2016-01-02 00:00:00,21:33:10,53
40568,309,131,five_cheese_l,1,2016-01-02 00:00:00,21:33:10,53
40565,311,131,spinach_supr_s,1,2016-01-02 00:00:00,21:33:10,53
41716,312,132,pepperoni_s,1,2016-01-02 00:00:00,21:42:45,53
6591,315,133,the_greek_s,1,2016-01-02 00:00:00,22:00:17,53
6592,313,133,bbq_ckn_l,1,2016-01-02 00:00:00,22:00:17,53
6593,314,133,bbq_ckn_l,1,2016-01-02 00:00:00,22:00:17,53
41736,316,134,big_meat_s,1,2016-01-02 00:00:00,22H 13M 24S,53
41737,317,134,southw_ckn_l,1,2016-01-02 00:00:00,22H 13M 24S,53
41738,318,134,southw_ckn_l,1,2016-01-02 00:00:00,22H 13M 24S,53
30654,319,135,veggie_veg_l,1,2016-02-01 22:29:34,22H 13M 24S,5
11319,321,136,peppr_salami_s,1,2016-01-02 00:00:00,22H 13M 24S,53
11318,320,136,five_cheese_l,1,2016-01-02 00:00:00,22H 13M 24S,53
20066,323,137,pepperoni_s,1,2016-01-03 00:00:00,11:34:10,53
20068,322,137,pepperoni_s,1,2016-01-03 00:00:00,11:34:10,53
20067,324,137,spicy_ital_m,1,2016-01-03 00:00:00,11:34:10,53
13393,328,138,sicilian_m,1,2016-01-03 00:00:00,11:44 AM,53
13394,326,138,four_cheese_l,1,2016-01-03 00:00:00,11:44 AM,53
13395,325,138,cali_ckn_m,1,2016-01-03 00:00:00,11:44 AM,53
13396,327,138,ital_veggie_l,1,2016-01-03 00:00:00,11:44 AM,53
29027,329,139,five_cheese_l,1,2016-03-01 11:57:39,00:00:00,9
5953,331,140,veggie_veg_m,1,2016-01-03 00:00:00,12H 26M 44S,53
5954,330,140,prsc_argla_s,1,2016-01-03 00:00:00,12H 26M 44S,53
46994,332,141,classic_dlx_m,1,2016-01-03 00:00:00,13H 16M 01S,53
48384,333,142,classic_dlx_m,1,2016-01-03 00:00:00,13H 33M 59S,53
16788,341,143,veggie_veg_m,1,2016-01-03 00:00:00,13:41 PM,53
16785,334,143,cali_ckn_s,1,2016-01-03 00:00:00,13:41 PM,53
16789,337,143,mexicana_m,1,2016-01-03 00:00:00,13:41 PM,53
16784,335,143,classic_dlx_s,1,2016-01-03 00:00:00,13:41 PM,53
16787,336,143,hawaiian_l,1,2016-01-03 00:00:00,13:41 PM,53
16786,340,143,thai_ckn_l,1,2016-01-03 00:00:00,13:41 PM,53
16790,339,143,prsc_argla_s,1,2016-01-03 00:00:00,13:41 PM,53
16783,338,143,prsc_argla_s,1,2016-01-03 00:00:00,13:41 PM,53
16328,345,144,ckn_pesto_m,1,2016-01-03 00:00:00,13:44 PM,53
16329,346,144,five_cheese_l,1,2016-01-03 00:00:00,13:44 PM,53
16330,343,144,big_meat_s,1,2016-01-03 00:00:00,13:44 PM,53
16331,353,144,big_meat_s,1,2016-01-03 00:00:00,13:44 PM,53
16333,349,144,southw_ckn_l,1,2016-01-03 00:00:00,13:44 PM,53
16334,344,144,cali_ckn_l,1,2016-01-03 00:00:00,13:44 PM,53
16339,352,144,thai_ckn_m,1,2016-01-03 00:00:00,13:44 PM,53
16332,350,144,southw_ckn_s,1,2016-01-03 00:00:00,13:44 PM,53
16336,347,144,four_cheese_l,1,2016-01-03 00:00:00,13:44 PM,53
16337,342,144,bbq_ckn_m,3,2016-01-03 00:00:00,13:44 PM,53
